uniprot_id,phig_id
Q86ZC3,PHIG:990
P0AGH8,PHIG:991
P07654,PHIG:992
P0AG82,PHIG:993
P0AAP1,PHIG:994
A0A0H2ZQ21,PHIG:995
Q876Z6,PHIG:996
J7KLB9,PHIG:997
G6LPL3,PHIG:998
A0A0U0B015,PHIG:999
A0A0H2URT4,PHIG:1000
D0NBV3,PHIG:1001
D0NBV1,PHIG:1002
Q8NID8,PHIG:1003
Q5G7K8,PHIG:1004
P0CS95,PHIG:1005
W7MUV5,PHIG:1006
A0A125YNW9,PHIG:1007
S7UHI7,PHIG:1008
S7USQ4,PHIG:1009
S7UV87,PHIG:1010
S7V2P3,PHIG:1011
S7W5P1,PHIG:1012
S7UMP6,PHIG:1013
S7V1U8,PHIG:1014
S7WHF1,PHIG:1015
A0A125YJW1,PHIG:1016
S7V563,PHIG:1017
S7V110,PHIG:1018
S7UG79,PHIG:1019
S7UH01,PHIG:1020
S7WBR2,PHIG:1021
S7UG61,PHIG:1022
S7UPB4,PHIG:1023
B2SVB9,PHIG:1024
B2SLL6,PHIG:1025
Q6PT92,PHIG:1026
K3VCL0,PHIG:1027
I1RMW9,PHIG:1028
Q4WHA4,PHIG:1029
Q4WQM5,PHIG:1030
Q4WZA3,PHIG:1031
L2G011,PHIG:1032
L2FHG9,PHIG:1033
O13314,PHIG:1034
O13315,PHIG:1035
A0A0A2KBK6,PHIG:1036
A0A0A2JDZ1,PHIG:1037
A0A0A2JSB8,PHIG:1038
A0A0D5YL42,PHIG:1039
A0A059ZQI8,PHIG:1040
O13401,PHIG:1041
Q8XVQ5,PHIG:1042
P0AD45,PHIG:1043
A0A0U1H4M7,PHIG:1044
D2TU09,PHIG:1045
J9VT55,PHIG:1046
J9VKE7,PHIG:1047
Q47223,PHIG:1048
O07424,PHIG:1049
A0A381CQL2,PHIG:1050
P40719,PHIG:1051
O74637,PHIG:1052
A0A0H3KBS1,PHIG:1053
Q99UN8,PHIG:1054
Q2FZQ3,PHIG:1055
Q5HDJ9,PHIG:1056
Q4DDC5,PHIG:1057
I1RK32,PHIG:1058
A0A0D1DWU6,PHIG:1059
Q9HUF2,PHIG:1060
Q9I3S1,PHIG:1061
Q8ZFR1,PHIG:1062
Q8D179,PHIG:1063
Q8E473,PHIG:1064
R4NWH4,PHIG:1065
R4NM08,PHIG:1066
A7EKQ2,PHIG:1067
B8F4F0,PHIG:1068
B8F3F8,PHIG:1069
B8F4W8,PHIG:1070
Q59Y20,PHIG:1071
Q01563,PHIG:1072
Q9UW14,PHIG:1073
Q9UW13,PHIG:1074
A0A3Q0L2P3,PHIG:1075
A0A3Q0L2L4,PHIG:1076
G8CP73,PHIG:1077
G8CP74,PHIG:1078
J9Z755,PHIG:1079
G4N4P0,PHIG:1080
G4N3J5,PHIG:1081
Q8I2D9,PHIG:1082
A0A380PKG0,PHIG:1083
Q8Y0E7,PHIG:1084
D3JLB9,PHIG:1085
G4N525,PHIG:1086
G4NEB8,PHIG:1087
G4N7X0,PHIG:1088
B0YEL4,PHIG:1089
Q4WIN1,PHIG:1090
E2J5T5,PHIG:1091
Q4WND5,PHIG:1092
Q4WYP6,PHIG:1093
F2MMS3,PHIG:1094
F2MR50,PHIG:1095
Q9HFZ2,PHIG:1096
Q9HFZ4,PHIG:1097
G4ZAY8,PHIG:1098
A0A0H3NKV1,PHIG:1099
J9VVF7,PHIG:1100
Q7Z8E8,PHIG:1101
B8NAR1,PHIG:1102
A3RQ96,PHIG:1103
K9G0Q2,PHIG:1104
A1KT19,PHIG:1105
A0N0D1,PHIG:1106
Q06951,PHIG:1107
E9DXX9,PHIG:1108
B8NTM0,PHIG:1109
A0A0B5JJZ6,PHIG:1110
A0A0B5JGW8,PHIG:1111
A0A0B5J4U6,PHIG:1112
A0A0H5ASD5,PHIG:1113
P83774,PHIG:1114
P0A2M9,PHIG:1115
P81297,PHIG:1116
P0C1S6,PHIG:1117
Q4WT11,PHIG:1118
A0A0J9UPD6,PHIG:1119
A0A0D2XHD7,PHIG:1120
A0A0D2Y4V0,PHIG:1121
A0A0J9UA97,PHIG:1122
A0A0J9UKE8,PHIG:1123
A0A0D2XUG0,PHIG:1124
A0A0J9UX14,PHIG:1125
A0A0J9UGG6,PHIG:1126
A0A0J9V733,PHIG:1127
A0A0D2XX76,PHIG:1128
A0A160EFI3,PHIG:1129
A0A0F6AX37,PHIG:1130
A0A0F6AWD8,PHIG:1131
P10613,PHIG:1132
Q59VG6,PHIG:1133
V5VI79,PHIG:1134
O59928,PHIG:1135
W7MPI5,PHIG:1136
A0A0K0GKU8,PHIG:1137
A0A0K0GP65,PHIG:1138
A0A0K0GPI8,PHIG:1139
B2SNG5,PHIG:1140
B2SL03,PHIG:1141
A0A0K0GQB7,PHIG:1142
B2SHW2,PHIG:1143
A0A0K0GKF0,PHIG:1144
B2SNH3,PHIG:1145
B2SNH4,PHIG:1146
A0A0K0GPX0,PHIG:1147
W9KJI6,PHIG:1148
P43068,PHIG:1149
G4N6R6,PHIG:1150
G4MRH1,PHIG:1151
Q7VNE6,PHIG:1152
G7SES6,PHIG:1153
Q52432,PHIG:1154
Q5A4W8,PHIG:1155
A0A1D8PF23,PHIG:1156
Q5AND9,PHIG:1157
Q5AMP3,PHIG:1158
A0A1D8PJ64,PHIG:1159
A7EU07,PHIG:1160
A7EZM9,PHIG:1161
A0A0D1E191,PHIG:1162
Q700W1,PHIG:1163
F6G5M5,PHIG:1164
A0A0S4UFN8,PHIG:1165
I1RPD6,PHIG:1166
A0A1C3YJ36,PHIG:1167
I1RXG6,PHIG:1168
I1RYR7,PHIG:1169
G4MTS7,PHIG:1170
R0KGT7,PHIG:1171
R0KJY9,PHIG:1172
A0A2S9PC51,PHIG:1173
Q99129,PHIG:1174
Q79G00,PHIG:1175
Q9HZQ8,PHIG:1176
Q55M11,PHIG:1177
A0ST41,PHIG:1178
A0ST46,PHIG:1179
Q7A1N5,PHIG:1180
Q309Y7,PHIG:1181
Q9I0K5,PHIG:1182
Q8UCK6,PHIG:1183
Q7CWA3,PHIG:1184
P06996,PHIG:1185
P02931,PHIG:1186
A0A014QTQ8,PHIG:1187
Q87W42,PHIG:1188
Q1JLQ2,PHIG:1189
G4N0E5,PHIG:1190
P43015,PHIG:1191
P02936,PHIG:1192
P0A1B9,PHIG:1193
P0CL08,PHIG:1194
A0A0H2ZEY4,PHIG:1195
Q8PC98,PHIG:1196
P12061,PHIG:1197
Q5J7N6,PHIG:1198
A0A098DK45,PHIG:1199
Q99071,PHIG:1200
Q99067,PHIG:1201
J7HBZ2,PHIG:1202
P0AE88,PHIG:1203
P0AE82,PHIG:1204
P39832,PHIG:1205
P39172,PHIG:1206
P0A9X1,PHIG:1207
O68539,PHIG:1208
Q6TKU1,PHIG:1209
X5FDR6,PHIG:1210
D3QWN3,PHIG:1211
B1GXZ2,PHIG:1212
V9TM92,PHIG:1213
V9TKV7,PHIG:1214
V9TMT1,PHIG:1215
V9TNW6,PHIG:1216
G4NFA2,PHIG:1217
Q59QW5,PHIG:1218
Q71S08,PHIG:1219
B0Y3C3,PHIG:1220
Q8F3E8,PHIG:1221
P0CE18,PHIG:1222
P0CE23,PHIG:1223
P75829,PHIG:1224
Q9AXL8,PHIG:1225
Q2FX12,PHIG:1226
A0A1X9I314,PHIG:1227
A0Q7I0,PHIG:1228
K9G4Z7,PHIG:1229
G4MML4,PHIG:1230
G4MX34,PHIG:1231
G4N8Y3,PHIG:1232
G4MVX4,PHIG:1233
Q5K6X5,PHIG:1234
G4MNZ0,PHIG:1235
G4NGW8,PHIG:1236
G4NEB4,PHIG:1237
G4MNE3,PHIG:1238
G4N7H1,PHIG:1239
Q9RGX0,PHIG:1240
Q8Y4L1,PHIG:1241
J5JC27,PHIG:1242
J4WLR8,PHIG:1243
A0A0J9UMG2,PHIG:1244
Q0WXM3,PHIG:1245
J5K9F1,PHIG:1246
J4WH14,PHIG:1247
J4KR90,PHIG:1248
A0A0S4VR07,PHIG:1249
Q8XT80,PHIG:1250
Q8XQW3,PHIG:1251
Q5A9D6,PHIG:1252
G4N2V4,PHIG:1253
Q6FQP8,PHIG:1254
Q6FM27,PHIG:1255
Q6FSV7,PHIG:1256
Q0PRN7,PHIG:1257
Q9L8G8,PHIG:1258
Q6CZA0,PHIG:1259
Q6D000,PHIG:1260
Q2YRY5,PHIG:1261
Q2YMM9,PHIG:1262
Q6EES5,PHIG:1263
G2X8L4,PHIG:1264
Q8RMF4,PHIG:1265
V5VHJ7,PHIG:1266
E8XEV4,PHIG:1267
Q56056,PHIG:1268
A0A0H2XCS3,PHIG:1269
Q888W3,PHIG:1270
Q87WF4,PHIG:1271
Q87WF8,PHIG:1272
Q87WF7,PHIG:1273
Q888V9,PHIG:1274
Q888W1,PHIG:1275
Q888W0,PHIG:1276
A0A0H2XHH2,PHIG:1277
Q2FIB5,PHIG:1278
Q2FFX4,PHIG:1279
Q2FK80,PHIG:1280
A0A2T6IKH7,PHIG:1281
A0A125YGQ9,PHIG:1282
P0C053,PHIG:1283
A6S644,PHIG:1284
P43078,PHIG:1285
O51254,PHIG:1286
A0A0H3JRA8,PHIG:1287
A0A045IPH0,PHIG:1288
A0A0H2X4X9,PHIG:1289
A0A0H2X5C4,PHIG:1290
P16154,PHIG:1291
B0Y4A7,PHIG:1292
P13835,PHIG:1293
P13836,PHIG:1294
G2XIG0,PHIG:1295
B1MGX0,PHIG:1296
Q705V7,PHIG:1297
A0A0U0WTG6,PHIG:1298
O93802,PHIG:1299
F8R4Y0,PHIG:1300
F8R4X8,PHIG:1301
B0LF89,PHIG:1302
P41783,PHIG:1303
P74853,PHIG:1304
A0A0E0SA40,PHIG:1305
Q5AKA8,PHIG:1306
G4NF65,PHIG:1307
G4MZD0,PHIG:1308
G4NGW7,PHIG:1309
G4N1D0,PHIG:1310
G4MQB0,PHIG:1311
G4N7K5,PHIG:1312
G4MQQ3,PHIG:1313
G4NKL4,PHIG:1314
A0A0S1LL44,PHIG:1315
D2Z000,PHIG:1316
D2Z001,PHIG:1317
J9MR80,PHIG:1318
A0A0E0RVW9,PHIG:1319
A0A0D1E5A8,PHIG:1320
Q99YP4,PHIG:1321
C3LNA3,PHIG:1322
Q9HWH7,PHIG:1323
Q875L5,PHIG:1324
P0C0H0,PHIG:1325
A6TF99,PHIG:1326
W9BFU2,PHIG:1327
A6TF94,PHIG:1328
W9B4X1,PHIG:1329
A6TF98,PHIG:1330
A6TFA0,PHIG:1331
A6TF97,PHIG:1332
W1I1Q2,PHIG:1333
A6T684,PHIG:1334
A6TF96,PHIG:1335
A6TF95,PHIG:1336
O30916,PHIG:1337
U3PYY2,PHIG:1338
U3Q4A0,PHIG:1339
P21454,PHIG:1340
A1TM48,PHIG:1341
J4WLW2,PHIG:1342
A4KTQ9,PHIG:1343
J5J977,PHIG:1344
B2HNQ2,PHIG:1345
Q8FDW4,PHIG:1346
Q59X67,PHIG:1347
Q5ABE2,PHIG:1348
P43079,PHIG:1349
Q99174,PHIG:1350
A3M3H0,PHIG:1351
O51113,PHIG:1352
Q3BP62,PHIG:1353
A0A2R4HWN2,PHIG:1354
A0A0S4WLR3,PHIG:1355
A0A5H2Q8Z8,PHIG:1356
A0A5H2Q4P9,PHIG:1357
Q33CQ4,PHIG:1358
Q4ICI6,PHIG:1359
M1GM60,PHIG:1360
A3RTU4,PHIG:1361
Q99SP5,PHIG:1362
Q2G2G2,PHIG:1363
Q2G2U1,PHIG:1364
Q4JEX9,PHIG:1365
Q7CR43,PHIG:1366
D0ZV90,PHIG:1367
Q8ZND1,PHIG:1368
Q8TFN6,PHIG:1369
Q8TFN5,PHIG:1370
Q8TFN4,PHIG:1371
Q46654,PHIG:1372
Q46631,PHIG:1373
B8F8P8,PHIG:1374
Q02039,PHIG:1375
S7VZX5,PHIG:1376
P0A357,PHIG:1377
P0A355,PHIG:1378
Q92AD0,PHIG:1379
Q1A1Y7,PHIG:1380
I6YHB0,PHIG:1381
Q663K1,PHIG:1382
D0N0I4,PHIG:1383
S0DWK6,PHIG:1384
S0DVX0,PHIG:1385
I1RCP1,PHIG:1386
I3VPY1,PHIG:1387
I1RTB7,PHIG:1388
Q1G4R3,PHIG:1389
Q5NI41,PHIG:1390
C6KED4,PHIG:1391
Q87X57,PHIG:1392
P0DD43,PHIG:1393
Q1J943,PHIG:1394
G3C9U1,PHIG:1395
G3C9P0,PHIG:1396
G3C9S3,PHIG:1397
G3C9P1,PHIG:1398
G3C9R3,PHIG:1399
M4C4U1,PHIG:1400
G3C9Q4,PHIG:1401
G3C9L0,PHIG:1402
G3C9Q5,PHIG:1403
G3C9S7,PHIG:1404
G3C9L1,PHIG:1405
G3C9Q7,PHIG:1406
G3C9N6,PHIG:1407
O53623,PHIG:1408
Q881J7,PHIG:1409
A0A0H2UT66,PHIG:1410
Q06131,PHIG:1411
G7TEN6,PHIG:1412
Q9KH31,PHIG:1413
A0A0C5UKV3,PHIG:1414
A0A0C5V2Y1,PHIG:1415
G7TFW1,PHIG:1416
G7TBZ2,PHIG:1417
Q75T36,PHIG:1418
Q75T35,PHIG:1419
Q9F496,PHIG:1420
E0SF04,PHIG:1421
Q258K5,PHIG:1422
I6XER9,PHIG:1423
Q92246,PHIG:1424
Q0PND8,PHIG:1425
O42620,PHIG:1426
Q8CVF8,PHIG:1427
A0A1D8PCT0,PHIG:1428
T0JUP9,PHIG:1429
Q6B957,PHIG:1430
Q4WAY8,PHIG:1431
Q4WX28,PHIG:1432
Q50EL0,PHIG:1433
R4VQG3,PHIG:1435
A0A0W0EMV0,PHIG:1436
A0A0W0E2C6,PHIG:1437
Q6FJK7,PHIG:1438
Q6FLE7,PHIG:1439
J4KMV6,PHIG:1440
T2C913,PHIG:1441
T2C7K6,PHIG:1442
P65882,PHIG:1443
Q7BVH7,PHIG:1444
P07637,PHIG:1445
D0ZWR8,PHIG:1446
P74855,PHIG:1447
Q8ZNG2,PHIG:1448
A0A6L7HA02,PHIG:1449
A0A6L8PU14,PHIG:1450
B3LDT4,PHIG:1451
J9VS57,PHIG:1452
J9VUJ5,PHIG:1453
J9VU19,PHIG:1454
J9VLP0,PHIG:1455
J9VJJ7,PHIG:1456
J9VP39,PHIG:1457
J9W439,PHIG:1458
B0XTA5,PHIG:1459
B0XVF7,PHIG:1460
A0A0H3NE08,PHIG:1461
A3MZG1,PHIG:1462
A3MYH6,PHIG:1463
Q59SR6,PHIG:1464
Q9KL16,PHIG:1465
M4C699,PHIG:1466
Q8XY07,PHIG:1467
A0A0F6AYC2,PHIG:1468
P0A9Y9,PHIG:1469
I1RGY2,PHIG:1470
I1RAH1,PHIG:1471
O25748,PHIG:1472
P22262,PHIG:1473
A0A384J7N9,PHIG:1474
I1RXT2,PHIG:1475
A0A098DRQ4,PHIG:1476
G2XG03,PHIG:1477
D4HUY5,PHIG:1478
B7HLG1,PHIG:1479
Q5AME2,PHIG:1480
Q6FPF2,PHIG:1481
Q6FIU2,PHIG:1482
J9VIU5,PHIG:1483
P0A074,PHIG:1484
O54081,PHIG:1485
O54082,PHIG:1486
P0A077,PHIG:1487
Q07227,PHIG:1488
G4MKI0,PHIG:1489
W7MR09,PHIG:1490
J5JQG0,PHIG:1491
Q4WSD1,PHIG:1492
Q6GFE2,PHIG:1493
A0A098YX93,PHIG:1494
Q97NA4,PHIG:1495
Q97NA2,PHIG:1496
P65607,PHIG:1497
Q97NA0,PHIG:1498
Q5AJB1,PHIG:1499
Q9RM76,PHIG:1500
A8DS70,PHIG:1501
Q63IS0,PHIG:1502
Q63RC4,PHIG:1503
P40729,PHIG:1504
P0A2D5,PHIG:1505
Q8ZMB9,PHIG:1506
Q7CPD5,PHIG:1507
P35672,PHIG:1508
P74856,PHIG:1509
P33772,PHIG:1510
Q9HZL1,PHIG:1511
Q9I0J6,PHIG:1512
A0A069PYL4,PHIG:1513
Q5TIP4,PHIG:1514
Q4P0E9,PHIG:1515
Q4P3F2,PHIG:1516
O42766,PHIG:1517
Q4UX47,PHIG:1518
P06203,PHIG:1519
E9EPV1,PHIG:1520
Q6GAE8,PHIG:1521
Q8DPI7,PHIG:1522
Q88BC5,PHIG:1523
Q882F5,PHIG:1524
H6BVA1,PHIG:1525
A0A1D8PF54,PHIG:1526
D0ZHS9,PHIG:1527
Q8ZQ79,PHIG:1528
O68839,PHIG:1529
Q885Y7,PHIG:1530
Q889A5,PHIG:1531
Q88BE4,PHIG:1532
Q9C478,PHIG:1533
G4YYH1,PHIG:1534
Q8ZLB5,PHIG:1535
I1RZZ3,PHIG:1536
A0A0G9G3A2,PHIG:1537
A0A061L181,PHIG:1538
C8CGJ1,PHIG:1539
C8CGJ2,PHIG:1540
I6YWH2,PHIG:1541
E9B208,PHIG:1542
A0A6G7BN58,PHIG:1543
A0A177DXR7,PHIG:1544
A0A6G7BN60,PHIG:1545
Q88BH0,PHIG:1546
J9MHC1,PHIG:1547
J9MAX2,PHIG:1548
J9N0G7,PHIG:1549
J9MB32,PHIG:1550
Q52B93,PHIG:1551
Q63K32,PHIG:1552
A0A0H3I0G5,PHIG:1553
A0A0H2WAC2,PHIG:1554
A0A0H3I0I1,PHIG:1555
A0A0H3HU22,PHIG:1556
A0A0H3HVK0,PHIG:1557
Q63K35,PHIG:1558
Q63K34,PHIG:1559
A0A069BGU6,PHIG:1560
A0A0H3HVS0,PHIG:1561
A0A0H2WA86,PHIG:1562
A0A0H3HVF5,PHIG:1563
A0A0H2WKF8,PHIG:1564
Q9AI43,PHIG:1565
A0A0H3HU19,PHIG:1566
A0A069B9Y9,PHIG:1567
A0A0H3HVR2,PHIG:1568
Q63R85,PHIG:1569
Q93UJ3,PHIG:1570
Q9AI40,PHIG:1571
Q93UJ6,PHIG:1572
A0A0H3HY94,PHIG:1573
A0A0H3HU52,PHIG:1574
Q3JP42,PHIG:1575
A0A0H2WAR1,PHIG:1576
Q9AI28,PHIG:1577
A0A0H3HVA0,PHIG:1578
Q5ABD7,PHIG:1579
A0A6C8TBQ7,PHIG:1580
P37596,PHIG:1581
A0A0F6B941,PHIG:1582
Q8ZRE1,PHIG:1583
Q6D5N3,PHIG:1584
Q6D0E8,PHIG:1585
A0A098DDX5,PHIG:1586
I1RTG5,PHIG:1587
Q2FI75,PHIG:1588
A0A0H2XHR2,PHIG:1589
B5E5S1,PHIG:1590
O42624,PHIG:1591
O42622,PHIG:1592
O42621,PHIG:1593
I1RE49,PHIG:1594
C5M7A4,PHIG:1595
C5MB73,PHIG:1596
Q09RL3,PHIG:1597
L2G9F9,PHIG:1598
E1AYJ2,PHIG:1599
A0A1W5X9P3,PHIG:1600
C5MDS0,PHIG:1601
Q5AGA0,PHIG:1602
Q5APQ8,PHIG:1603
Q59MZ9,PHIG:1604
Q59VL7,PHIG:1605
Q59YS7,PHIG:1606
Q5AGA9,PHIG:1607
Q7Z8N5,PHIG:1608
Q9C3Z2,PHIG:1609
K9FDB7,PHIG:1610
A0A0E0UWL3,PHIG:1611
Q8Y6E0,PHIG:1612
Q8Y6E1,PHIG:1613
A0A1D8PPD8,PHIG:1614
Q5AG51,PHIG:1615
A0A1D8PPE6,PHIG:1616
A0A1D8PRX4,PHIG:1617
O13289,PHIG:1618
A0A0E1DVG8,PHIG:1619
A0A0E1DUV6,PHIG:1620
Q5WWE3,PHIG:1621
Q83XM0,PHIG:1622
Q5WYQ5,PHIG:1623
A0A077XHZ4,PHIG:1624
Q945T9,PHIG:1625
Q945U0,PHIG:1626
Q8F7S2,PHIG:1627
Q59UT5,PHIG:1628
G1UB67,PHIG:1629
J7M2U8,PHIG:1630
P0C0I3,PHIG:1631
O50665,PHIG:1632
A0A3M3PL36,PHIG:1633
A0A3M4WG27,PHIG:1634
C5P3X6,PHIG:1635
Q9HWS6,PHIG:1636
Q8Y125,PHIG:1637
Q8X4A2,PHIG:1638
Q9L524,PHIG:1639
J4UEM9,PHIG:1640
A0A0H2ZHS2,PHIG:1641
Q52463,PHIG:1642
Q9I1N5,PHIG:1643
A0A8G2M7P3,PHIG:1644
A0A380EH96,PHIG:1645
I1RMN3,PHIG:1646
G5EH19,PHIG:1647
Q05464,PHIG:1648
H9L455,PHIG:1649
D4HX24,PHIG:1650
D0NTY1,PHIG:1651
D0N8M0,PHIG:1652
D0NXM3,PHIG:1653
B1NNT7,PHIG:1654
D0NVB5,PHIG:1655
D0P3S7,PHIG:1656
D0N8M8,PHIG:1657
D0P1A8,PHIG:1658
D0NDJ8,PHIG:1659
G4MR33,PHIG:1660
G4MV40,PHIG:1661
F8U971,PHIG:1662
F8U972,PHIG:1663
Q887D0,PHIG:1664
A0A1I7RYM0,PHIG:1665
P69913,PHIG:1666
Q59US7,PHIG:1667
Q870D1,PHIG:1668
O74686,PHIG:1669
D3FJS3,PHIG:1670
V5W1E0,PHIG:1671
Q595M4,PHIG:1672
B2RH54,PHIG:1673
A0A1R4AEC9,PHIG:1674
A0A384JHK6,PHIG:1675
P57051,PHIG:1676
Q9KVQ3,PHIG:1677
P57063,PHIG:1678
I1RZQ6,PHIG:1679
Q00365,PHIG:1680
Q4X0A4,PHIG:1681
A0A034T1N5,PHIG:1682
A0A0F7XLK0,PHIG:1683
Q7ZA48,PHIG:1684
A0A7J6JLI2,PHIG:1685
I1RZP6,PHIG:1686
I1RTA6,PHIG:1687
A0A1B3X9V1,PHIG:1688
A0A0H3P9Y0,PHIG:1689
A0A0H3PA98,PHIG:1690
A0QPF9,PHIG:1691
W0XKM3,PHIG:1692
Q8GM84,PHIG:1693
D6QLX8,PHIG:1694
B5XSN9,PHIG:1695
B5XY48,PHIG:1696
Q4UY34,PHIG:1697
Q4URQ8,PHIG:1698
Q4UUA3,PHIG:1699
Q4UUG9,PHIG:1700
A0A8E5JS15,PHIG:1701
A0A0H2ZNB8,PHIG:1702
A0A0H2ZP86,PHIG:1703
E9DRL9,PHIG:1704
G4MS03,PHIG:1705
G4MUC7,PHIG:1706
G4MPI2,PHIG:1707
G4NAC3,PHIG:1708
J5JZ53,PHIG:1709
G4MYY5,PHIG:1710
G4N704,PHIG:1711
G4MKY1,PHIG:1712
O52908,PHIG:1713
G4N7U4,PHIG:1714
G4N536,PHIG:1715
Q522W5,PHIG:1716
B2FMX9,PHIG:1717
Q58ID3,PHIG:1718
Q8X1D4,PHIG:1719
Q8X1D7,PHIG:1720
Q8X1D5,PHIG:1721
Q8X1D6,PHIG:1722
H1VA10,PHIG:1723
E9B636,PHIG:1724
A0A0H2X5M1,PHIG:1725
A0A0H2X986,PHIG:1726
A0A0H2X8T1,PHIG:1727
A0A0H2XC47,PHIG:1728
A0A0H2XA38,PHIG:1729
A0A0H2XBB0,PHIG:1730
Q9KSD8,PHIG:1731
P34809,PHIG:1732
A0A0V3MA40,PHIG:1733
P04739,PHIG:1734
A6UZF3,PHIG:1735
G4NAJ8,PHIG:1736
G7TD81,PHIG:1737
A4VUV7,PHIG:1738
Q8Y982,PHIG:1739
D0F0C3,PHIG:1740
G2WYW6,PHIG:1741
G2Y3E7,PHIG:1742
Q63Y51,PHIG:1743
Q63SC0,PHIG:1744
Q63P76,PHIG:1745
A0A0H3PB79,PHIG:1746
Q9HGU2,PHIG:1747
Q92C58,PHIG:1748
Q8X965,PHIG:1749
Q5DPX0,PHIG:1750
P0DUD0,PHIG:1751
G5EHH9,PHIG:1752
W7N293,PHIG:1753
W7NCN7,PHIG:1754
J9NJ60,PHIG:1755
J9NJ61,PHIG:1756
J9NJ72,PHIG:1757
J9NJ62,PHIG:1758
J9NJ73,PHIG:1759
J9NJ63,PHIG:1760
J9NJ64,PHIG:1761
J9NJ65,PHIG:1762
J9NJ66,PHIG:1763
W7NCP1,PHIG:1764
J9NJ68,PHIG:1765
W7MT31,PHIG:1766
J9NJ69,PHIG:1767
W7MS01,PHIG:1768
W7MT41,PHIG:1769
W7MS18,PHIG:1770
W7MT28,PHIG:1771
W7MS09,PHIG:1772
W7N2B4,PHIG:1773
W7N2C1,PHIG:1774
W7N2B2,PHIG:1775
O59939,PHIG:1776
M4WEN8,PHIG:1777
P0ACF8,PHIG:1778
Q9UV51,PHIG:1779
A0A0B6PSU3,PHIG:1780
A0A0H3B7J5,PHIG:1781
A0A0H3B439,PHIG:1782
P06179,PHIG:1783
P55891,PHIG:1784
P52616,PHIG:1785
Q8Y3F1,PHIG:1786
Q99ZW2,PHIG:1787
I1RI44,PHIG:1788
Q2LK92,PHIG:1789
Q6NF16,PHIG:1790
A0A0U1J4N7,PHIG:1791
B2C317,PHIG:1792
Q5WTL7,PHIG:1793
Q99324,PHIG:1794
Q5RLJ7,PHIG:1795
A0KL98,PHIG:1796
Q00310,PHIG:1797
A0A384JD52,PHIG:1798
P29485,PHIG:1799
Q5A2U0,PHIG:1800
Q9EYH7,PHIG:1801
Q9XC54,PHIG:1802
A0A0H6ZQK4,PHIG:1803
M4JRM2,PHIG:1804
P38637,PHIG:1805
Q9ZFU7,PHIG:1806
M4B6G6,PHIG:1807
G3XDA1,PHIG:1808
Q9I788,PHIG:1809
O34208,PHIG:1810
Q87AA4,PHIG:1811
Q9Y7E5,PHIG:1812
G3F417,PHIG:1813
Q5K8R6,PHIG:1814
Q56928,PHIG:1815
Q6X972,PHIG:1816
A0A022VQ83,PHIG:1817
P79068,PHIG:1818
J5K8H0,PHIG:1819
Q6FM24,PHIG:1820
Q5NFT3,PHIG:1821
Q5NEZ7,PHIG:1822
Q5NEU6,PHIG:1823
Q5NEZ1,PHIG:1824
Q5NF07,PHIG:1825
Q5NH02,PHIG:1826
Q5NGJ3,PHIG:1827
Q8P999,PHIG:1828
Q8P998,PHIG:1829
Q4WNC3,PHIG:1830
G1XQC8,PHIG:1831
C5AD21,PHIG:1832
Q8XNW1,PHIG:1833
Q8XNW0,PHIG:1834
Q8XNW2,PHIG:1835
P64036,PHIG:1836
Q4WNT5,PHIG:1837
Q6RYW5,PHIG:1838
Q4WEC9,PHIG:1839
Q4WCS9,PHIG:1840
Q4WTS2,PHIG:1841
Q5ANG4,PHIG:1842
Q59QC7,PHIG:1843
Q2P7T7,PHIG:1844
G1BJ13,PHIG:1845
A0A384JDU6,PHIG:1846
J9VKY2,PHIG:1847
K9G133,PHIG:1848
A0A1D8PGY4,PHIG:1849
C8TZQ2,PHIG:1850
Q8RYB4,PHIG:1851
B4EBZ0,PHIG:1852
Q5ACW8,PHIG:1853
C5ACN1,PHIG:1854
C5A9K4,PHIG:1855
H8M532,PHIG:1856
B2RLK2,PHIG:1857
B2RKU0,PHIG:1858
W7MUL2,PHIG:1859
W7MG03,PHIG:1860
W7MNK7,PHIG:1861
W7LTJ2,PHIG:1862
W7LLK3,PHIG:1863
W7M3S4,PHIG:1864
W7N0U7,PHIG:1865
D0ZPP5,PHIG:1866
Q3BYG1,PHIG:1867
Q6VE93,PHIG:1868
G4MTN1,PHIG:1869
G4MZF8,PHIG:1870
G5EHM5,PHIG:1871
Q10896,PHIG:1872
D2TRM0,PHIG:1873
Q6FMQ2,PHIG:1874
A4HTK3,PHIG:1875
A0A384JRT5,PHIG:1876
O13359,PHIG:1877
A0A0L0VYD3,PHIG:1878
Q5NGC2,PHIG:1879
Q63W37,PHIG:1880
G4MSA5,PHIG:1881
G4N1K3,PHIG:1882
A1A7T3,PHIG:1883
E0IWR8,PHIG:1884
P76002,PHIG:1885
P26215,PHIG:1886
B8N3U5,PHIG:1887
B8N406,PHIG:1888
Q56977,PHIG:1889
Q8NKE9,PHIG:1890
C4B8B8,PHIG:1891
C4B8B9,PHIG:1892
Q03023,PHIG:1893
O51025,PHIG:1894
B8MZ49,PHIG:1895
G4MVP3,PHIG:1896
Q9I1S4,PHIG:1897
Q01145,PHIG:1898
A0A3M7JTW8,PHIG:1899
W7MG06,PHIG:1900
D2TT81,PHIG:1901
Q4PHC9,PHIG:1902
A0A2K1SXK6,PHIG:1903
